key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,first_char
very~least,very,least,74083,9584.99079,296978.5517,2.8442094,0.8630548,0.008023435,0.99028206,0.008035022,9220012,74810,71961373,74083.0,9145929.0,727.0,62740634.0,9220012.0,62741361.0,74810.0,71886563.0,9210427.00920612,65225.00920612,62676135.99079388,236.96654,0.015940703,0.88812685,0.008023435,0.8630548,0.8630548,0.43553913,64498.009210000004,0.8706182,9.143118,9.129532,9.149178,9.163787,9.287968,9.191356,272.1819244549498,3036.4472661319182,273.5141678231678,v
very~own,very,own,86224,11245.74003,339894.8758,2.5826118,0.8552821,0.009327159,0.9823634,0.009351832,9220012,87772,71961373,86224.0,9133788.0,1548.0,62739813.0,9220012.0,62741361.0,87772.0,71873601.0,9208766.259965774,76526.259965774,62664834.74003423,255.34142,0.01852729,0.8846401,0.009327159,0.8552821,0.8552821,0.43230465,74978.25997,0.8695753,8.361605,8.352045,8.365865,8.376128,8.462924,8.395466,293.63923443572725,3036.4472661319182,296.2633963215841,v
partly~cloudy,partly,cloudy,54239,70.55092,734391.3092,4.1918797,0.8411476,0.68846714,0.8414888,0.6886093,78766,64456,71961373,54239.0,24527.0,10217.0,71872390.0,78766.0,71882607.0,64456.0,71896917.0,78695.449076854,64385.449076854,71818221.55092314,232.58975,0.7574116,2.885809,0.68846714,0.8411476,0.8411476,0.7648074,54168.44908,0.99869925,12.1549225,12.150767,12.156773,12.161224,12.1985855,12.169593,232.89267914642573,280.6528104259781,253.88186229031803,p
long~overdue,long,overdue,18798,20.98268,248148.8072,3.883738,0.8370265,0.27931565,0.83770055,0.2793663,67288,22440,71961373,18798.0,48490.0,3642.0,71890443.0,67288.0,71894085.0,22440.0,71938933.0,67267.017316415,22419.017316415,71871665.98268358,136.95276,0.41899964,2.9522507,0.27931565,0.8370265,0.8370265,0.5581711,18777.01732,0.9988838,12.2830925,12.276179,12.28617,12.293581,12.355898,12.307519,137.10579856446626,259.3993060900511,149.79986648859204,l
now~defunct,now,defunct,7390,52.99801,67943.3109,2.942564,0.8331895,0.01704547,0.83910525,0.01706528,433043,8807,71961373,7390.0,425653.0,1417.0,71526913.0,433043.0,71528330.0,8807.0,71952566.0,432990.001988122,8754.001988122,71519575.99801187,85.3486,0.033450264,2.1443849,0.01704547,0.8331895,0.8331895,0.4251175,7337.00199,0.9928284,9.518048,9.507124,9.522914,9.534634,9.633494,9.556699,85.96510920134982,658.0600276570519,93.84561790515315,n
very~first,very,first,138613,18651.71815,517422.9007,2.1383934,0.8257218,0.014922965,0.95217586,0.015033929,9220012,145575,71961373,138613.0,9081399.0,6962.0,62734399.0,9220012.0,62741361.0,145575.0,71815798.0,9201360.281849764,126923.281849764,62614437.718150236,322.21008,0.029600494,0.8710851,0.014922965,0.8257218,0.8257218,0.4203224,119961.28185,0.86544037,6.9829097,6.9782114,6.985002,6.990038,7.032372,6.9995093,372.307668467895,3036.4472661319182,381.54292025930715,v
most~populous,most,populous,26474,2886.21181,105155.3538,1.9531313,0.8089874,0.0036764718,0.9076074,0.0037180348,7120428,29169,71961373,26474.0,7093954.0,2695.0,64838250.0,7120428.0,64840945.0,29169.0,71932204.0,7117541.788193952,26282.788193952,64814662.21180604,144.96977,0.007405732,0.9624914,0.0036764718,0.8089874,0.8089874,0.40633193,23587.78819,0.8909794,6.32064,6.3129826,6.324051,6.3322644,6.401465,6.3477216,162.7083279982927,2668.413011510774,170.7893439298834,m
too~late,too,late,115761,5706.45393,621950.0086,2.099495,0.7993123,0.03856685,0.8391458,0.038888514,2976740,137951,71961373,115761.0,2860979.0,22190.0,68962443.0,2976740.0,68984633.0,137951.0,71823422.0,2971033.546070334,132244.546070334,68852388.45392966,323.46466,0.07433225,1.3071959,0.03856685,0.7993123,0.7993123,0.41893956,110054.54607,0.9507049,6.858214,6.8553777,6.8594766,6.8625145,6.887982,6.868223,340.23668232570105,1725.3231581358896,371.4175547816769,t
very~latest,very,latest,6517,941.71478,21818.5484,1.7262992,0.75861967,0.0006935553,0.88666666,0.0007068321,9220012,7350,71961373,6517.0,9213495.0,833.0,62740528.0,9220012.0,62741361.0,7350.0,71954023.0,9219070.28522477,6408.285224769,62734952.714775234,69.062645,0.001412538,0.84012836,0.0006935553,0.75861967,0.75861967,0.3796566,5575.28522,0.85549873,5.4414535,5.42782,5.4475303,5.462173,5.5861564,5.4897723,80.72793816269557,3036.4472661319182,85.73214099741124,v
very~same,very,same,42713,6181.87703,142830.6825,1.7221305,0.7576454,0.0045444053,0.8852619,0.0046326406,9220012,48249,71961373,42713.0,9177299.0,5536.0,62735825.0,9220012.0,62741361.0,48249.0,71913124.0,9213830.12296733,42067.122967331,62699293.87703267,176.75958,0.009217047,0.8394397,0.0045444053,0.7576454,0.7576454,0.3810949,36531.12297,0.85526943,5.5990644,5.593598,5.601498,5.6073565,5.6566014,5.618375,206.6712365086153,3036.4472661319182,219.65655009582574,v
most~ardent,most,ardent,6429,756.85262,23288.5576,1.6813668,0.74163294,0.0008840799,0.840502,0.0009028952,7120428,7649,71961373,6429.0,7113999.0,1220.0,64839725.0,7120428.0,64840945.0,7649.0,71953724.0,7119671.147378914,6892.147378914,64834052.852621086,70.74175,0.001803853,0.9291321,0.0008840799,0.74163294,0.74163294,0.3712585,5672.14738,0.8822752,5.3344727,5.322744,5.3396983,5.3522844,5.4585195,5.3759837,80.18104514160439,2668.413011510774,87.45856161634491,m
too~shabby,too,shabby,5482,292.41486,27538.0282,1.9040668,0.73420495,0.0018186067,0.7754986,0.001841612,2976740,7069,71961373,5482.0,2971258.0,1587.0,68983046.0,2976740.0,68984633.0,7069.0,71954304.0,2976447.585136542,6776.585136543,68977856.41486345,70.09114,0.003674498,1.2729396,0.0018186067,0.73420495,0.73420495,0.3680118,5189.58514,0.9466591,6.093472,6.082651,6.098291,6.1098943,6.207591,6.1317267,74.04052944165107,1725.3231581358896,84.07734534343957,t
more~equitable,more,equitable,7322,1053.91902,23565.9784,1.5716249,0.71578485,0.000822843,0.8360356,0.000845528,8659678,8758,71961373,7322.0,8652356.0,1436.0,63300259.0,8659678.0,63301695.0,8758.0,71952615.0,8658624.080977026,7704.080977026,63293990.91902297,73.252045,0.001689347,0.8418225,0.000822843,0.71578485,0.71578485,0.35830384,6268.08098,0.85606134,4.988559,4.977682,4.9934044,5.0050735,5.1034937,5.0270414,85.56868586112562,2942.733083376744,93.58418669839472,m
as~usual,as,usual,14535,873.86441,68707.1419,1.7997161,0.70223707,0.0044260733,0.74695516,0.004497716,3231640,19459,71961373,14535.0,3217105.0,4924.0,68724809.0,3231640.0,68729733.0,19459.0,71941914.0,3230766.135589992,18585.135589992,68711147.86441001,113.31288,0.008941592,1.220971,0.0044260733,0.70223707,0.70223707,0.35333157,13661.13559,0.9398786,5.8387823,5.8324366,5.8416076,5.8484063,5.9054756,5.861187,120.56118778446071,1797.6762778654004,139.49551964131322,a
most~prestigious,most,prestigious,32630,4044.79297,111692.4307,1.5585315,0.6996784,0.004455386,0.79822886,0.0045825895,7120428,40878,71961373,32630.0,7087798.0,8248.0,64832697.0,7120428.0,64840945.0,40878.0,71920495.0,7116383.207027748,36833.207027748,64804111.792972244,158.24602,0.009112863,0.90672076,0.004455386,0.6996784,0.6996784,0.3520669,28585.20703,0.8760407,5.071185,5.0664353,5.0732994,5.0783873,5.121083,5.0879507,180.63775906493083,2668.413011510774,202.18308534593095,m
more~holistic,more,holistic,6016,892.90696,18641.9635,1.496028,0.690515,0.0006725346,0.81078166,0.0006947141,8659678,7420,71961373,6016.0,8653662.0,1404.0,63300291.0,8659678.0,63301695.0,7420.0,71953953.0,8658785.093040595,6527.093040596,63295167.90695941,66.050835,0.001388239,0.82850164,0.0006725346,0.690515,0.690515,0.34559378,5123.09304,0.85157794,4.731161,4.7199683,4.7361465,4.7481527,4.8493657,4.770752,77.56287771866127,2942.733083376744,86.13942186943211,m
most~recent,most,recent,292381,36921.22805,989997.8948,1.5357786,0.6881939,0.039816815,0.7835734,0.04106228,7120428,373138,71961373,292381.0,6828047.0,80757.0,64760188.0,7120428.0,64840945.0,373138.0,71588235.0,7083506.771953614,336216.771953615,64504728.22804639,472.4414,0.07803521,0.898673,0.039816815,0.6881939,0.6881939,0.36400536,255459.77195,0.8737222,5.010755,5.009208,5.011443,5.013099,5.026964,5.0162096,540.722664588789,2668.413011510774,610.8502271424641,m
still~ongoing,still,ongoing,8112,124.32737,59513.265,2.3319404,0.68568933,0.010514207,0.69624925,0.0105639165,767897,11651,71961373,8112.0,759785.0,3539.0,71189937.0,767897.0,71193476.0,11651.0,71949722.0,767772.672634164,11526.672634164,71181949.32736583,88.68625,0.02081206,1.8145612,0.010514207,0.68568933,0.68568933,0.34810176,7987.67263,0.9846736,7.5682707,7.5605116,7.5717244,7.5800366,7.6497917,7.5956607,90.06664199358161,876.2973239717214,107.93979803575695,s
most~beloved,most,beloved,16539,2093.14425,55315.4239,1.5146259,0.68309087,0.0022515794,0.78183794,0.0023227537,7120428,21154,71961373,16539.0,7103889.0,4615.0,64836330.0,7120428.0,64840945.0,21154.0,71940219.0,7118334.85575285,19060.85575285,64821884.14424715,112.32816,0.004631747,0.8977101,0.0022515794,0.68309087,0.68309087,0.34267122,14445.85575,0.87344193,4.893763,4.887371,4.8966084,4.9034576,4.9609795,4.9163346,128.60404348231046,2668.413011510774,145.44414735560864,m
very~next,very,next,16398,2636.54512,47785.625,1.4271425,0.66893727,0.0017118999,0.79687047,0.0017785226,9220012,20578,71961373,16398.0,9203614.0,4180.0,62737181.0,9220012.0,62741361.0,20578.0,71940795.0,9217375.454878272,17941.454878272,62723419.54512173,107.46546,0.003549124,0.79375565,0.0017118999,0.66893727,0.66893727,0.3353246,13761.45488,0.83921546,4.5985622,4.5919213,4.601519,4.608636,4.668432,4.622019,128.05467582247826,3036.4472661319182,143.45033983926285,v
mentally~retarded,mentally,retarded,5071,7.56716,60750.7348,3.3280573,0.6604033,0.071371324,0.6613198,0.07140745,71015,7668,71961373,5071.0,65944.0,2597.0,71887761.0,71015.0,71890358.0,7668.0,71953705.0,71007.432842825,7660.432842825,71882697.56715718,71.10469,0.12889697,2.826161,0.071371324,0.6604033,0.6604033,0.3658873,5063.43284,0.99850774,10.753372,10.744073,10.757512,10.767473,10.851053,10.786196,71.21095421351971,266.48639740144336,87.56711711595854,m
