key,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,am_p1_given2_simple,am_p2_given1_simple,f1,f2,N,Fyy(O11),Fyn(O12),Fny(O21),Fnn(O22),Fy_(R1),Fn_(R2),F_y(C1),F_n(C2),E12,E21,E22,t_score,dice,mutual_information,deltaP_min,deltaP_max,deltaP_abs_max,deltaP_mean,unexpected_f,unexpected_ratio,conservative_log_ratio,conservative_log_ratio_001,conservative_log_ratio_01,conservative_log_ratio_05,conservative_log_ratio_nc,conservative_log_ratio_dv,f_sqrt,f1_sqrt,f2_sqrt,first_char
too~shabby,too,shabby,5397,383.03555,27241.04803,2.5374234,0.89406776,0.012423393,0.96151793,0.012459916,433149,5613,6347362,5397.0,427752.0,216.0,5913997.0,433149.0,5914213.0,5613.0,6341749.0,432765.964443339,5229.964443339,5908983.035556661,68.250374,0.024601037,1.1489134,0.012423393,0.89406776,0.89406776,0.45324558,5013.964443,0.92902803,7.9025836,7.877253,7.913935,7.9414577,8.137327,7.9790707,73.46427703312679,658.1405624940618,74.91995728776145,t
very~least,very,least,3497,338.1735,15992.90916,2.893999,0.8930739,0.005758269,0.98813224,0.005765585,606530,3539,6347362,3497.0,603033.0,42.0,5740790.0,606530.0,5740832.0,3539.0,6343823.0,606191.826492644,3200.826492644,5737631.173507356,53.41681,0.011464277,1.014556,0.005758269,0.8930739,0.8930739,0.4494161,3158.826493,0.9032961,8.548344,8.499501,8.570335,8.623922,9.016719,8.697779,59.135437767890075,778.8003595273951,59.48949487094339,v
too~late,too,late,29868,2136.005,150893.14605,2.4849992,0.89036864,0.06871319,0.9542187,0.06895549,433149,31301,6347362,29868.0,403281.0,1433.0,5912780.0,433149.0,5914213.0,31301.0,6316061.0,431012.995018876,29164.995018876,5885048.004981125,160.46416,0.12861665,1.1456039,0.06871319,0.89036864,0.89036864,0.4795409,27731.995019,0.92848516,7.9473853,7.936803,7.9521165,7.9635577,8.043806,7.979128,172.82360949823956,658.1405624940618,176.92088627406318,t
very~own,very,own,4076,397.6095,18353.32737,2.6573656,0.8845959,0.006705389,0.97957224,0.006720195,606530,4161,6347362,4076.0,602454.0,85.0,5740747.0,606530.0,5740832.0,4161.0,6343201.0,606132.390515934,3763.390515934,5737068.609484066,57.61569,0.013348813,1.0107775,0.006705389,0.8845959,0.8845959,0.44565064,3678.390516,0.90245104,8.042143,8.004874,8.058883,8.09957,8.393334,8.155407,63.84355879804947,778.8003595273951,64.50581369148055,v
very~first,very,first,6431,649.59125,27479.00225,2.2237787,0.85136914,0.01053901,0.9460135,0.010602938,606530,6798,6347362,6431.0,600099.0,367.0,5740465.0,606530.0,5740832.0,6798.0,6340564.0,605880.40873043,6148.40873043,5734683.59126957,72.093216,0.020970834,0.9956383,0.01053901,0.85136914,0.85136914,0.43095407,5781.40873,0.89899063,6.9731846,6.9530277,6.982209,7.0040665,7.1586986,7.033886,80.19351594736322,778.8003595273951,82.44998483929515,v
most~populous,most,populous,1238,76.58864,6211.37822,2.1187768,0.8291704,0.003540641,0.88365453,0.003567806,346992,1401,6347362,1238.0,345754.0,163.0,6000207.0,346992.0,6000370.0,1401.0,6345961.0,346915.41136491,1324.41136491,5999045.58863509,33.008495,0.007106917,1.2085563,0.003540641,0.8291704,0.8291704,0.41635552,1161.411365,0.9381352,6.421176,6.390633,6.434859,6.4680233,6.7036877,6.5133243,35.185224171518364,589.0602685634128,37.429934544425805,m
partly~cloudy,partly,cloudy,2509,1.78154,36821.69804,4.3901744,0.82297343,0.6761954,0.82316273,0.6762803,3710,3048,6347362,2509.0,1201.0,539.0,6343113.0,3710.0,6343652.0,3048.0,6344314.0,3708.218459889,3046.218459889,6340605.781540111,50.05435,0.74252737,3.148705,0.6761954,0.82297343,0.82297343,0.7495844,2507.21846,0.99928993,12.598915,12.5805025,12.607149,12.627067,12.766981,12.654182,50.08991914547278,60.909769331364245,55.20869496736904,p
mutually~exclusive,mutually,exclusive,5727,8.498107,76266.0808,4.143125,0.7893346,0.7698279,0.7896043,0.7700686,7437,7253,6347362,5727.0,1710.0,1526.0,6338399.0,7437.0,6339925.0,7253.0,6340109.0,7428.50189307,7244.50189307,6332680.49810693,75.56465,0.7797141,2.828605,0.7698279,0.7893346,0.7893346,0.77958125,5718.501893,0.99851614,11.423229,11.411785,11.428343,11.4407015,11.527089,11.457502,75.67694497005016,86.23804264940155,85.16454661418682,m
too~early,too,early,9508,817.3882,39399.27411,1.7300442,0.7269196,0.021533238,0.7937886,0.021950876,433149,11978,6347362,9508.0,423641.0,2470.0,5911743.0,433149.0,5914213.0,11978.0,6335384.0,432331.611812277,11160.611812277,5903052.388187722,89.126274,0.042720392,1.0656608,0.021533238,0.7269196,0.7269196,0.37422642,8690.611812,0.9140315,5.5427723,5.5337486,5.546804,5.556545,5.6245537,5.5697827,97.50897394599124,658.1405624940618,109.4440496326776,t
very~same,very,same,2018,236.8839,7193.6823,1.6183918,0.7187624,0.003246821,0.8140379,0.003327123,606530,2479,6347362,2018.0,604512.0,461.0,5740371.0,606530.0,5740832.0,2479.0,6344883.0,606293.116099255,2242.116099255,5738589.883900745,39.648945,0.00662716,0.9303856,0.003246821,0.7187624,0.7187624,0.36100462,1781.116099,0.8826145,4.982149,4.9621797,4.9910793,5.0126834,5.1645184,5.042099,44.9221548904324,778.8003595273951,49.78955713801841,v
